commit	score	memory_gb	status	problem	description
auto	9.784109077071728	0.0	discard	33_4_in_3	Parallel run loop
auto	2.3768802840970196	0.0	discard	13_3_in_5	Parallel run loop
auto	6.3985247233180775	0.0	keep	13_4_in_3	Parallel run loop
auto	9.255840516534487	0.0	discard	26_6_in_4	Parallel run loop
auto	9.748219324694178	0.0	keep	32_4_in_3	Parallel run loop
auto	2.37693198531253	0.0	discard	9_3_in_4	Parallel run loop
auto	1.3164659559825578	0.0	discard	4_3_in_5	Parallel run loop
auto	2.4666251792462393	0.0	discard	14_3_in_5	Parallel run loop
auto	7.732760568035256	0.0	keep	21_4_in_3	Parallel run loop
auto	2.859157705360689	0.0	keep	13_3_in_4	Parallel run loop
auto	1.975237266888269	0.0	discard	9_3_in_5	Parallel run loop
auto	2.095052988805135	0.0	discard	7_3_in_4	Parallel run loop
auto	2.627080350493728	0.0	discard	11_3_in_4	Parallel run loop
auto	3.0757690700491134	0.0	discard	15_3_in_4	Parallel run loop
auto	8.469111224383393	0.0	discard	23_4_in_3	Parallel run loop
auto	2.5058205144032932	0.0	discard	10_3_in_4	Parallel run loop
auto	3.7522305579070014	0.0	keep	22_3_in_4	Parallel run loop
auto	0.31050220350559343	0.0	keep	8_3_in_circle	Parallel run loop
auto	0.3476417646808438	0.0	keep	10_3_in_circle	Parallel run loop
auto	0.3643955367096809	0.0	keep	11_3_in_circle	Parallel run loop
auto	0.3810694851309887	0.0	keep	12_3_in_circle	Parallel run loop
auto	0.4131618835881327	0.0	keep	14_3_in_circle	Parallel run loop
auto	0.47249514789325564	0.0	keep	18_3_in_circle	Parallel run loop
auto	0.21952954677596132	0.0	keep	4_3_in_circle	Parallel run loop
auto	0.3978073607019733	0.0	keep	13_3_in_circle	Parallel run loop
auto	0.3293291268523082	0.0	keep	9_3_in_circle	Parallel run loop
auto	0.1903302330049981	0.0	keep	3_3_in_circle	Parallel run loop
auto	0.29041941918017683	0.0	keep	7_3_in_circle	Parallel run loop
auto	1.473592975911772	0.0	discard	5_3_in_5	Parallel run loop
auto	3.589510263046053	0.0	keep	20_3_in_4	Parallel run loop
auto	0.44321897439766766	0.0	keep	16_3_in_circle	Parallel run loop
auto	0.49922748019539787	0.0	keep	20_3_in_circle	Parallel run loop
auto	0.4278344183483034	0.0	keep	15_3_in_circle	Parallel run loop
auto	3.6668482405360003	0.0	keep	21_3_in_4	Parallel run loop
auto	2.375994947713352	0.0	discard	13_3_in_5	Parallel run loop
auto	0.4848529750398008	0.0	keep	19_3_in_circle	Parallel run loop
auto	0.5370746736105937	0.0	keep	23_3_in_circle	Parallel run loop
auto	1.741521302792327	0.0	discard	7_3_in_5	Parallel run loop
auto	0.45866541406900113	0.0	keep	17_3_in_circle	Parallel run loop
auto	0.5239704197459295	0.0	keep	22_3_in_circle	Parallel run loop
auto	6.388553067875531	0.0	keep	13_4_in_3	Parallel run loop
auto	2.1848278502100573	0.0	discard	11_3_in_5	Parallel run loop
auto	2.081708646644342	0.0	keep	10_3_in_5	Parallel run loop
auto	0.5948266991248219	0.0	keep	28_3_in_circle	Parallel run loop
auto	0.5717907708754034	0.0	keep	26_3_in_circle	Parallel run loop
auto	0.5124752022192672	0.0	keep	21_3_in_circle	Parallel run loop
auto	8.43048885754377	0.0	discard	21_6_in_4	Parallel run loop
auto	1.3163009374245223	0.0	keep	4_3_in_5	Parallel run loop
auto	2.3762121445582016	0.0	keep	9_3_in_4	Parallel run loop
auto	1.977244102417355	0.0	discard	9_3_in_5	Parallel run loop
auto	3.7739207300867563	0.0	discard	22_3_in_4	Parallel run loop
auto	7.465594074136727	0.0	discard	18_4_in_3	Parallel run loop
auto	2.8581630049691142	0.0	keep	13_3_in_4	Parallel run loop
auto	8.472237346101952	0.0	discard	23_4_in_3	Parallel run loop
auto	2.628647036484799	0.0	discard	11_3_in_4	Parallel run loop
auto	0.6082924936957295	0.0	keep	29_3_in_circle	Parallel run loop
auto	2.505916542574742	0.0	discard	10_3_in_4	Parallel run loop
auto	0.58483023021607	0.0	keep	27_3_in_circle	Parallel run loop
auto	2.0950530207193268	0.0	discard	7_3_in_4	Parallel run loop
auto	2.239781676209322	0.0	discard	8_3_in_4	Parallel run loop
auto	0.617346801860307	0.0	keep	30_3_in_circle	Parallel run loop
auto	7.9061745767615585	0.0	discard	18_6_in_4	Parallel run loop
auto	0.5608354617631697	0.0	keep	25_3_in_circle	Parallel run loop
auto	9.100998092955923	0.0	discard	25_6_in_4	Parallel run loop
auto	9.255840516534487	0.0	discard	26_6_in_4	Parallel run loop
auto	1.4731234620871911	0.0	discard	5_3_in_5	Parallel run loop
auto	2.471727720442517	0.0	discard	14_3_in_5	Parallel run loop
auto	3.730146341100796	0.0	discard	11_3_in_3	Parallel run loop
auto	2.744649852678113	0.0	discard	12_3_in_4	Parallel run loop
auto	3.592660200598145	0.0	discard	20_3_in_4	Parallel run loop
auto	8.465628025883607	0.0	keep	24_4_in_3	Parallel run loop
auto	9.513940573292547	0.0	discard	27_6_in_4	Parallel run loop
auto	0.6268951496455697	0.0	keep	31_3_in_circle	Parallel run loop
auto	3.672451258428368	0.0	discard	21_3_in_4	Parallel run loop
auto	2.3758779215655306	0.0	discard	13_3_in_5	Parallel run loop
auto	4.000031403723894	0.0	discard	13_3_in_3	Parallel run loop
auto	8.778916948097294	0.0	discard	26_4_in_3	Parallel run loop
auto	9.316077895406815	0.0	keep	30_4_in_3	Parallel run loop
auto	1.7415210612661973	0.0	discard	7_3_in_5	Parallel run loop
auto	2.9662761811943366	0.0	keep	14_3_in_4	Parallel run loop
auto	8.563014759510843	0.0	keep	25_4_in_3	Parallel run loop
auto	9.619043541412415	0.0	discard	31_4_in_3	Parallel run loop
auto	6.3985247233180775	0.0	discard	13_4_in_3	Parallel run loop
auto	2.0816293331876676	0.0	keep	10_3_in_5	Parallel run loop
auto	2.18403099783649	0.0	discard	11_3_in_5	Parallel run loop
auto	1.3164659559827	0.0	discard	4_3_in_5	Parallel run loop
auto	2.858567347498458	0.0	discard	13_3_in_4	Parallel run loop
auto	1.9752545368556242	0.0	discard	9_3_in_5	Parallel run loop
auto	10.70322273284837	0.0	discard	38_4_in_3	Parallel run loop
auto	2.3762630872461368	0.0	discard	9_3_in_4	Parallel run loop
auto	2.0950533717089193	0.0	discard	7_3_in_4	Parallel run loop
auto	3.3933718132892237	0.0	keep	18_3_in_4	Parallel run loop
auto	2.627193459861542	0.0	discard	11_3_in_4	Parallel run loop
auto	3.7709617491864336	0.0	discard	22_3_in_4	Parallel run loop
auto	7.464363161550334	0.0	discard	18_4_in_3	Parallel run loop
auto	2.5572902848576224	0.0	keep	15_3_in_5	Parallel run loop
auto	2.5049661685659124	0.0	discard	10_3_in_4	Parallel run loop
auto	10.260221039654585	0.0	discard	37_4_in_3	Parallel run loop
auto	8.443124506159597	0.0	discard	21_6_in_4	Parallel run loop
auto	8.785229111502591	0.0	keep	27_4_in_3	Parallel run loop
auto	2.2397800342331244	0.0	keep	8_3_in_4	Parallel run loop
auto	6.589001389609748	0.0	discard	15_4_in_3	Parallel run loop
auto	3.730080275826743	0.0	discard	11_3_in_3	Parallel run loop
auto	2.4688235443491786	0.0	discard	14_3_in_5	Parallel run loop
auto	2.744121490332418	0.0	discard	12_3_in_4	Parallel run loop
auto	1.473059274172085	0.0	discard	5_3_in_5	Parallel run loop
auto	9.149636321582882	0.0	discard	25_6_in_4	Parallel run loop
auto	7.9061745767615585	0.0	discard	18_6_in_4	Parallel run loop
auto	11.033543634549448	0.0	keep	41_4_in_3	Parallel run loop
auto	9.255840516534487	0.0	discard	26_6_in_4	Parallel run loop
auto	3.580302403216132	0.0	keep	20_3_in_4	Parallel run loop
auto	3.135899625277397	0.0	keep	22_3_in_5	Parallel run loop
auto	8.778031375178879	0.0	keep	28_4_in_3	Parallel run loop
auto	3.070724217306238	0.0	keep	15_3_in_4	Parallel run loop
auto	8.012270166332785	0.0	discard	20_6_in_4	Parallel run loop
auto	3.4861063940478103	0.0	keep	19_3_in_4	Parallel run loop
auto	3.6745234925352133	0.0	discard	21_3_in_4	Parallel run loop
auto	1.3164659559824767	0.0	discard	4_3_in_5	Parallel run loop
auto	8.774947412252958	0.0	discard	26_4_in_3	Parallel run loop
auto	6.4650362367038205	0.0	discard	13_4_in_3	Parallel run loop
auto	9.788162657043223	0.0	discard	33_4_in_3	Parallel run loop
auto	9.492725968698753	0.0	discard	27_6_in_4	Parallel run loop
auto	8.618943737512904	0.0	discard	24_4_in_3	Parallel run loop
auto	3.215084977865601	0.0	keep	23_3_in_5	Parallel run loop
auto	3.1765175671254675	0.0	keep	16_3_in_4	Parallel run loop
auto	10.795436940955522	0.0	keep	40_4_in_3	Parallel run loop
auto	2.8584160818883	0.0	discard	13_3_in_4	Parallel run loop
auto	2.0817926375004427	0.0	discard	10_3_in_5	Parallel run loop
auto	3.3890754838253665	0.0	keep	18_3_in_4	Parallel run loop
auto	7.387785192386595	0.0	keep	18_4_in_3	Parallel run loop
auto	9.659578206958082	0.0	keep	32_4_in_3	Parallel run loop
auto	3.7762304920308356	0.0	discard	22_3_in_4	Parallel run loop
auto	2.3762529300189654	0.0	discard	9_3_in_4	Parallel run loop
auto	8.620168250920733	0.0	discard	25_4_in_3	Parallel run loop
auto	7.706933495854605	0.0	keep	21_4_in_3	Parallel run loop
auto	4.000011360297772	0.0	keep	13_3_in_3	Parallel run loop
auto	2.968138061229646	0.0	discard	14_3_in_4	Parallel run loop
auto	2.559404901744228	0.0	discard	15_3_in_5	Parallel run loop
auto	2.507246198946638	0.0	discard	10_3_in_4	Parallel run loop
auto	2.240314051908625	0.0	discard	8_3_in_4	Parallel run loop
auto	3.8615365960474497	0.0	keep	23_3_in_4	Parallel run loop
auto	4.913575152790237	0.0	keep	20_3_in_3	Parallel run loop
auto	10.043200894965349	0.0	keep	35_4_in_3	Parallel run loop
auto	10.545614046363493	0.0	keep	38_4_in_3	Parallel run loop
auto	9.472120229746906	0.0	keep	31_4_in_3	Parallel run loop
auto	10.609884416621348	0.0	keep	39_4_in_3	Parallel run loop
auto	3.288423328579587	0.0	discard	17_3_in_4	Parallel run loop
auto	9.933537883294077	0.0	keep	34_4_in_3	Parallel run loop
auto	6.57626910209534	0.0	keep	15_4_in_3	Parallel run loop
auto	10.249022276689933	0.0	keep	37_4_in_3	Parallel run loop
auto	2.745391482993965	0.0	discard	12_3_in_4	Parallel run loop
auto	3.5929239082440483	0.0	discard	20_3_in_4	Parallel run loop
auto	3.1433477186960257	0.0	discard	22_3_in_5	Parallel run loop
auto	11.005520545002303	0.0	keep	41_4_in_3	Parallel run loop
auto	8.781400163141782	0.0	keep	27_4_in_3	Parallel run loop
auto	2.9872198645170185	0.0	keep	20_3_in_5	Parallel run loop
auto	3.215101875913171	0.0	discard	23_3_in_5	Parallel run loop
auto	3.495637537673543	0.0	discard	19_3_in_4	Parallel run loop
auto	8.774947412252958	0.0	discard	26_4_in_3	Parallel run loop
auto	3.2721583439251436	0.0	keep	24_3_in_5	Parallel run loop
auto	3.684109301245453	0.0	discard	21_3_in_4	Parallel run loop
auto	2.6477540572719365	0.0	keep	16_3_in_5	Parallel run loop
auto	3.348637402642853	0.0	keep	25_3_in_5	Parallel run loop
auto	2.8587145932973734	0.0	discard	13_3_in_4	Parallel run loop
auto	3.0745141068942066	0.0	discard	15_3_in_4	Parallel run loop
auto	7.9698125572835865	0.0	keep	20_6_in_4	Parallel run loop
auto	3.383287078666632	0.0	keep	18_3_in_4	Parallel run loop
auto	2.082126178893064	0.0	discard	10_3_in_5	Parallel run loop
auto	4.500691298235091	0.0	keep	17_3_in_3	Parallel run loop
auto	10.776309862715156	0.0	keep	40_4_in_3	Parallel run loop
auto	3.764887590744982	0.0	discard	22_3_in_4	Parallel run loop
auto	3.427464737180243	0.0	keep	26_3_in_5	Parallel run loop
auto	3.1777204253213767	0.0	discard	16_3_in_4	Parallel run loop
auto	9.462072503617636	0.0	keep	27_6_in_4	Parallel run loop
auto	9.785660742262635	0.0	discard	33_4_in_3	Parallel run loop
auto	7.387955541169579	0.0	discard	18_4_in_3	Parallel run loop
auto	9.780062142228132	0.0	discard	32_4_in_3	Parallel run loop
auto	11.01851023958955	0.0	keep	43_4_in_3	Parallel run loop
auto	2.7359169879299365	0.0	keep	17_3_in_5	Parallel run loop
auto	2.560739397033766	0.0	discard	15_3_in_5	Parallel run loop
auto	2.2397824862218148	0.0	discard	8_3_in_4	Parallel run loop
auto	7.704694660844394	0.0	keep	21_4_in_3	Parallel run loop
auto	3.867150847651688	0.0	discard	23_3_in_4	Parallel run loop
auto	4.000031403723894	0.0	discard	13_3_in_3	Parallel run loop
auto	10.599771163337323	0.0	keep	39_4_in_3	Parallel run loop
auto	2.970316346751517	0.0	discard	14_3_in_4	Parallel run loop
auto	3.5635552116099527	0.0	keep	28_3_in_5	Parallel run loop
auto	3.494803020119442	0.0	keep	27_3_in_5	Parallel run loop
auto	10.014746702891259	0.0	keep	35_4_in_3	Parallel run loop
auto	3.5780130544820827	0.0	keep	20_3_in_4	Parallel run loop
auto	3.1344149107576995	0.0	keep	22_3_in_5	Parallel run loop
auto	9.635390066119172	0.0	discard	31_4_in_3	Parallel run loop
auto	2.977875443176492	0.0	keep	20_3_in_5	Parallel run loop
auto	4.909613446492071	0.0	keep	20_3_in_3	Parallel run loop
auto	10.317800236008802	0.0	keep	38_4_in_3	Parallel run loop
auto	3.291387071328398	0.0	discard	17_3_in_4	Parallel run loop
auto	9.862019677171345	0.0	keep	34_4_in_3	Parallel run loop
auto	3.204777955353995	0.0	keep	23_3_in_5	Parallel run loop
auto	3.489877742172458	0.0	discard	19_3_in_4	Parallel run loop
auto	10.260221039654585	0.0	discard	37_4_in_3	Parallel run loop
auto	3.2822001192630457	0.0	discard	24_3_in_5	Parallel run loop
auto	3.673529704658293	0.0	discard	21_3_in_4	Parallel run loop
auto	2.6454047614376877	0.0	keep	16_3_in_5	Parallel run loop
auto	4.281863024407737	0.0	keep	28_3_in_4	Parallel run loop
auto	3.356327817708595	0.0	discard	25_3_in_5	Parallel run loop
auto	6.538606514812582	0.0	keep	15_4_in_3	Parallel run loop
auto	2.8576862092518813	0.0	keep	13_3_in_4	Parallel run loop
auto	8.78608841182452	0.0	discard	27_4_in_3	Parallel run loop
auto	3.3764695871292685	0.0	keep	18_3_in_4	Parallel run loop
auto	3.066190354950462	0.0	keep	21_3_in_5	Parallel run loop
auto	10.941341261088779	0.0	keep	42_4_in_3	Parallel run loop
auto	2.0821780685225413	0.0	discard	10_3_in_5	Parallel run loop
auto	10.897851805187772	0.0	keep	41_4_in_3	Parallel run loop
auto	2.8145251367282262	0.0	keep	18_3_in_5	Parallel run loop
auto	3.427400887778493	0.0	keep	26_3_in_5	Parallel run loop
auto	3.075763053661215	0.0	discard	15_3_in_4	Parallel run loop
auto	2.239447822224145	0.0	keep	8_3_in_4	Parallel run loop
auto	4.500213775121804	0.0	keep	17_3_in_3	Parallel run loop
auto	4.358912977072496	0.0	keep	29_3_in_4	Parallel run loop
auto	7.4645934216366685	0.0	discard	18_4_in_3	Parallel run loop
auto	8.012270166332785	0.0	discard	20_6_in_4	Parallel run loop
auto	2.7385426487239286	0.0	discard	17_3_in_5	Parallel run loop
auto	2.551699501567469	0.0	keep	15_3_in_5	Parallel run loop
auto	3.953518641092228	0.0	keep	24_3_in_4	Parallel run loop
auto	9.784109077071728	0.0	discard	33_4_in_3	Parallel run loop
auto	3.560923725872107	0.0	keep	28_3_in_5	Parallel run loop
auto	3.486779826180359	0.0	keep	27_3_in_5	Parallel run loop
auto	3.176693052289615	0.0	discard	16_3_in_4	Parallel run loop
auto	3.859412319098082	0.0	keep	23_3_in_4	Parallel run loop
auto	10.776309862715156	0.0	discard	40_4_in_3	Parallel run loop
auto	3.141553881464725	0.0	discard	22_3_in_5	Parallel run loop
auto	2.9865242173792614	0.0	discard	20_3_in_5	Parallel run loop
auto	9.780062142228132	0.0	discard	32_4_in_3	Parallel run loop
auto	4.039138799094713	0.0	keep	25_3_in_4	Parallel run loop
auto	11.01851023958955	0.0	discard	43_4_in_3	Parallel run loop
auto	7.742742602208797	0.0	discard	21_4_in_3	Parallel run loop
auto	9.492725968698753	0.0	discard	27_6_in_4	Parallel run loop
auto	3.588043319319475	0.0	discard	20_3_in_4	Parallel run loop
auto	3.4855617213602152	0.0	keep	19_3_in_4	Parallel run loop
auto	9.472120229746906	0.0	discard	31_4_in_3	Parallel run loop
auto	3.2120923328890165	0.0	discard	23_3_in_5	Parallel run loop
auto	10.024237774570201	0.0	discard	35_4_in_3	Parallel run loop
auto	2.6404232434766386	0.0	keep	16_3_in_5	Parallel run loop
auto	3.253076672859039	0.0	keep	24_3_in_5	Parallel run loop
auto	2.859704061290361	0.0	discard	13_3_in_4	Parallel run loop
auto	3.3583907562473723	0.0	discard	25_3_in_5	Parallel run loop
auto	4.285996811656955	0.0	discard	28_3_in_4	Parallel run loop
auto	4.994112245033103	0.0	keep	21_3_in_3	Parallel run loop
auto	3.393871389743138	0.0	discard	18_3_in_4	Parallel run loop
auto	3.426142132009958	0.0	keep	26_3_in_5	Parallel run loop
auto	4.5234279284318575	0.0	keep	31_3_in_4	Parallel run loop
auto	3.6925972599640935	0.0	keep	30_3_in_5	Parallel run loop
auto	4.901987310202369	0.0	keep	20_3_in_3	Parallel run loop
auto	3.6176853219953258	0.0	keep	29_3_in_5	Parallel run loop
auto	4.3563096628278375	0.0	keep	29_3_in_4	Parallel run loop
auto	7.387955541169579	0.0	discard	18_4_in_3	Parallel run loop
auto	4.202529969998419	0.0	keep	27_3_in_4	Parallel run loop
auto	2.733216840800537	0.0	keep	17_3_in_5	Parallel run loop
auto	10.599771163337323	0.0	discard	39_4_in_3	Parallel run loop
auto	10.208937371323803	0.0	keep	37_4_in_3	Parallel run loop
auto	3.290082532091716	0.0	discard	17_3_in_4	Parallel run loop
auto	3.9472950607379396	0.0	keep	24_3_in_4	Parallel run loop
auto	9.859456383527776	0.0	keep	34_4_in_3	Parallel run loop
auto	3.054117979218463	0.0	keep	21_3_in_5	Parallel run loop
auto	2.5579009428654467	0.0	discard	15_3_in_5	Parallel run loop
auto	2.8157138379676256	0.0	discard	18_3_in_5	Parallel run loop
auto	2.2397813845420638	0.0	discard	8_3_in_4	Parallel run loop
auto	3.4929529517084403	0.0	discard	27_3_in_5	Parallel run loop
auto	6.538606514812582	0.0	discard	15_4_in_3	Parallel run loop
auto	3.8554386921364943	0.0	keep	23_3_in_4	Parallel run loop
auto	3.5619500222107043	0.0	discard	28_3_in_5	Parallel run loop
auto	4.432149864955195	0.0	keep	30_3_in_4	Parallel run loop
auto	3.124687845302655	0.0	keep	22_3_in_5	Parallel run loop
auto	8.787266326248679	0.0	discard	27_4_in_3	Parallel run loop
auto	4.039451142516504	0.0	discard	25_3_in_4	Parallel run loop
auto	2.9723417706350803	0.0	keep	20_3_in_5	Parallel run loop
auto	11.031769768280068	0.0	discard	41_4_in_3	Parallel run loop
auto	10.947326139296766	0.0	discard	42_4_in_3	Parallel run loop
auto	3.4736502211894735	0.0	keep	19_3_in_4	Parallel run loop
auto	3.2125926575068484	0.0	discard	23_3_in_5	Parallel run loop
auto	2.647159439369757	0.0	discard	16_3_in_5	Parallel run loop
auto	2.8953799477674367	0.0	keep	19_3_in_5	Parallel run loop
auto	3.5792800432779974	0.0	discard	20_3_in_4	Parallel run loop
auto	9.941338147908723	0.0	keep	36_4_in_3	Parallel run loop
auto	3.3565439062894566	0.0	discard	25_3_in_5	Parallel run loop
auto	4.285350451397866	0.0	discard	28_3_in_4	Parallel run loop
auto	4.6800343283729156	0.0	keep	33_3_in_4	Parallel run loop
auto	4.851070197588573	0.0	keep	19_3_in_3	Parallel run loop
auto	3.2752675651763807	0.0	discard	24_3_in_5	Parallel run loop
auto	4.500274073756931	0.0	discard	17_3_in_3	Parallel run loop
auto	4.2003145968833575	0.0	keep	27_3_in_4	Parallel run loop
auto	3.4237230312979197	0.0	keep	26_3_in_5	Parallel run loop
auto	3.623220752369404	0.0	discard	29_3_in_5	Parallel run loop
auto	3.9521811744497106	0.0	discard	24_3_in_4	Parallel run loop
auto	2.72343232721494	0.0	keep	17_3_in_5	Parallel run loop
auto	7.387955541169579	0.0	discard	18_4_in_3	Parallel run loop
auto	4.510776693180004	0.0	keep	31_3_in_4	Parallel run loop
auto	4.355119335273237	0.0	keep	29_3_in_4	Parallel run loop
auto	3.686943926967855	0.0	keep	30_3_in_5	Parallel run loop
auto	3.178647615939577	0.0	discard	16_3_in_4	Parallel run loop
auto	7.6282607946591146	0.0	keep	21_4_in_3	Parallel run loop
auto	4.585247088179105	0.0	keep	32_3_in_4	Parallel run loop
auto	10.776309862715156	0.0	discard	40_4_in_3	Parallel run loop
auto	11.01851023958955	0.0	discard	43_4_in_3	Parallel run loop
auto	9.696853348498614	0.0	discard	31_4_in_3	Parallel run loop
auto	2.8191145817416716	0.0	discard	18_3_in_5	Parallel run loop
auto	3.495182139443675	0.0	discard	27_3_in_5	Parallel run loop
auto	4.91094292387987	0.0	discard	20_3_in_3	Parallel run loop
auto	3.538085155847098	0.0	keep	28_3_in_5	Parallel run loop
auto	3.760712414605338	0.0	keep	31_3_in_5	Parallel run loop
auto	10.024237774570201	0.0	discard	35_4_in_3	Parallel run loop
auto	3.0645978089441765	0.0	discard	21_3_in_5	Parallel run loop
auto	3.824426873892656	0.0	keep	23_3_in_4	Parallel run loop
auto	4.448741751465956	0.0	discard	30_3_in_4	Parallel run loop
auto	3.4943667855086376	0.0	discard	19_3_in_4	Parallel run loop
auto	3.1427098167937793	0.0	discard	22_3_in_5	Parallel run loop
auto	2.9889679472057247	0.0	discard	20_3_in_5	Parallel run loop
auto	3.2879847172315935	0.0	discard	17_3_in_4	Parallel run loop
auto	10.610015009081597	0.0	discard	39_4_in_3	Parallel run loop
auto	4.039807980712986	0.0	discard	25_3_in_4	Parallel run loop
auto	2.6472261339767904	0.0	discard	16_3_in_5	Parallel run loop
auto	3.588327345971987	0.0	discard	20_3_in_4	Parallel run loop
auto	4.967430038190869	0.0	keep	21_3_in_3	Parallel run loop
